   0.052   0.501
   0.068   0.521
   0.103   0.520
   0.128   0.531
   0.172   0.534
   0.195   0.548
   0.230   0.601
   0.275   0.626
   0.315   0.684
   0.332   0.696
   0.350   0.706
   0.423   0.783
   0.488   0.832


